日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
2013-06-25,2146.05,2169.21,2023.17,2165.42,87090.39,10755488000
2013-06-26,2170.33,2181.02,2131.86,2168.3,67298.43,7925642400
2013-06-27,2172.85,2200.21,2153.18,2160.74,62927.08,7540675200
2013-06-28,2149.03,2227.46,2139.37,2200.64,64106.05,7945132800
2013-07-01,2187.09,2213.97,2166.35,2213.32,51874.74,5772622800
2013-07-02,2211.8,2226.11,2191.8,2221.98,59632.9,6183884800
2013-07-03,2211.04,2211.04,2169.14,2203.83,59536.76,6583602400
2013-07-04,2187.18,2245.91,2176.08,2221.98,67189.38,7258114400
2013-07-05,2227.35,2252.03,2225.05,2226.85,58424.4,6182177600
2013-07-08,2194.42,2205.21,2162.19,2163.62,49288.25,5478249200
2013-07-09,2160.7,2174.79,2149.79,2162.67,37246.19,4149443200
2013-07-10,2163.1,2224.14,2157.47,2224.07,54373.76,6114978000
2013-07-11,2232.16,2351.22,2232.16,2326.69,111329.82,12579319200
2013-07-12,2319.02,2331.99,2274.07,2275.37,82064.55,8973308000
2013-07-15,2289.76,2336.04,2274.67,2307.3,71796.19,7475788800
2013-07-16,2300.83,2317.85,2281.94,2317.85,62085.63,6562415600
2013-07-17,2311.44,2326.93,2281.61,2282.84,63229.06,6765524800
2013-07-18,2272.95,2282.44,2241.93,2245.33,51937.24,5714429200
2013-07-19,2248.13,2257.92,2188.75,2190.48,66179.07,7053528000
2013-07-22,2170.09,2203.06,2159.81,2202.19,48872.95,5328349600
2013-07-23,2211.59,2276.74,2206.76,2265.85,69255.42,7480972800
2013-07-24,2253.38,2265.58,2217.19,2249.15,69279.82,6959230400
2013-07-25,2255.22,2268.84,2227.85,2237.68,60558.36,6577431600
2013-07-26,2226.43,2238.42,2209.81,2224.01,45636.07,4894109600
2013-07-29,2205.08,2205.08,2169.02,2175.97,49624.61,5460092400
2013-07-30,2184.01,2221.59,2162.98,2189.39,50907.23,5519362400
2013-07-31,2211.75,2235.38,2187.21,2193.02,46723.49,4832705600
2013-08-01,2206,2245.56,2200.63,2245.36,58944.76,6260399600
2013-08-02,2263.5,2274.71,2244.25,2247.26,58460,6089089200
2013-08-05,2249.98,2278.33,2243.22,2278.33,53623.07,5534215200
2013-08-06,2270.67,2302.48,2256.72,2293.64,68993.58,7374689600
2013-08-07,2292.38,2313.88,2276.86,2280.62,69560.48,7304869600
2013-08-08,2277.25,2297.63,2267.07,2276.78,52710.28,5309843200
2013-08-09,2288.51,2301.59,2258.33,2286.01,62663.98,6460001600
2013-08-12,2296.22,2352.89,2293.18,2352.79,94038.91,9786321600
2013-08-13,2352.88,2360.83,2340.73,2359.07,71178.52,7839363200
2013-08-14,2362.62,2386.6,2340.83,2349.08,71338.22,7594212800
2013-08-15,2348.84,2362.09,2319.78,2321.58,59411.2,6195185200
2013-08-16,2314.26,2423.08,2295.02,2304.14,104026.78,12036956000
2013-08-19,2286.2,2340.19,2284.08,2331.43,67064.92,7248322400
2013-08-20,2325.86,2353.41,2303.67,2312.47,67589.7,7308634400
2013-08-21,2320.58,2321.64,2291.05,2308.59,50886.5,5500738400
2013-08-22,2302.67,2329.14,2297.02,2303.93,51686.31,5533810400
2013-08-23,2314.87,2321.04,2251.92,2286.93,65459.84,6896713600
2013-08-26,2294.76,2336.38,2288.5,2335.62,66541.01,7037104000
2013-08-27,2332.8,2345.11,2322.46,2340.88,62575.38,6599033200
2013-08-28,2326.1,2345.36,2307.04,2328.06,80965.56,8925617600
2013-08-29,2338.56,2342.32,2308.15,2318.31,59719.88,6608541600
2013-08-30,2315.91,2334.41,2303.61,2313.91,76695.99,8765451200
2013-09-02,2319.96,2329.87,2297.45,2320.34,73575.87,7951024800
2013-09-03,2326.23,2354.86,2321.3,2354.5,72663.98,8055400800
2013-09-04,2352.54,2360.66,2345.44,2350.7,68509.02,7872576000
2013-09-05,2350.93,2351.22,2336.75,2341.74,59606.06,6295138400
2013-09-06,2336.77,2361.18,2335.93,2357.78,63916.89,7334011200
2013-09-09,2374.26,2449.25,2372.69,2440.61,127299.54,14988963200
2013-09-10,2446.45,2475.2,2435.83,2474.89,130648.13,15485600000
2013-09-11,2483.79,2504.47,2471.62,2482.89,142830.29,16691497600
2013-09-12,2480.47,2527.38,2469.72,2507.46,126115.53,14517316800
2013-09-13,2502.54,2515.78,2481.45,2488.9,98275.01,11077504800
2013-09-16,2501.08,2503.69,2467.13,2478.39,97043.84,10538328000
2013-09-17,2480.81,2481.71,2426.46,2427.32,93115.1,9945998400
2013-09-18,2426.04,2439.63,2407.24,2432.51,69341.33,7104076000
2013-09-23,2441.52,2473.16,2439.99,2472.29,80920.69,8012835200
2013-09-24,2470.72,2470.75,2420.09,2443.89,96769.83,9785301600
2013-09-25,2440.84,2455.04,2423.28,2429.03,89119.22,9051841600
2013-09-26,2422.63,2422.63,2382.53,2384.44,84183.92,8623676800
2013-09-27,2382.22,2402.2,2379.86,2394.97,66383.99,6597150800
2013-09-30,2406.21,2415.08,2397.22,2409.04,60990.14,5951399200
2013-10-08,2406.42,2446.7,2392.57,2441.81,84229.91,8478550400
2013-10-09,2432.94,2453.75,2424.77,2453.58,76128.34,7627764800
2013-10-10,2455.64,2455.98,2422.02,2429.32,89468.02,9032970400
2013-10-11,2442.36,2471.17,2439.63,2468.51,91811.54,9338826400
2013-10-14,2472.27,2483.13,2462.55,2472.54,99109.15,10008130400
2013-10-15,2475.32,2479.13,2449.42,2467.52,86100.82,8917349600
2013-10-16,2459.08,2459.08,2409.72,2421.37,83150.85,8897983200
2013-10-17,2432.65,2440.92,2407.78,2413.33,67722.9,7122247200
2013-10-18,2415.12,2435.71,2410.6,2426.05,59138.76,6029163200
2013-10-21,2431.92,2472.78,2423.56,2471.32,82223.14,8490979200
2013-10-22,2470.25,2470.25,2439.86,2445.89,83412.06,9070303200
2013-10-23,2451.56,2474.37,2412.48,2418.49,83286.78,9154535200
2013-10-24,2412.24,2422.94,2395.47,2400.51,60427.24,6456082000
2013-10-25,2400.52,2413.33,2353.99,2368.56,70778.1,7707018400
2013-10-28,2372.57,2377.25,2351.86,2365.95,56602.1,6287615200
2013-10-29,2369.22,2408.62,2327.9,2372.05,91741.56,10673783200
2013-10-30,2371.85,2407.85,2365.51,2407.47,75735.06,9217812800
2013-10-31,2398.4,2398.4,2370.23,2373.72,70393.88,8273696000
2013-11-01,2373.96,2395,2365.15,2384.96,57820.03,6305576000
2013-11-04,2397.21,2404.9,2376.36,2380.45,48959.46,5179846000
2013-11-05,2366.88,2385.69,2343.8,2383.77,56935.55,6208448800
2013-11-06,2371.32,2383.54,2352.79,2353.57,59536.87,6377666400
2013-11-07,2351.87,2356.67,2328.25,2340.55,50942.57,5482174800
2013-11-08,2329.08,2342.67,2306.04,2307.95,48565,5378850800
2013-11-11,2305.94,2325.23,2295,2315.89,42566.55,4573945600
2013-11-12,2319.36,2342.53,2316.6,2340,49854.76,5268754400
2013-11-13,2325.36,2325.56,2287.55,2288.12,53183.05,5984883200
2013-11-14,2291.27,2305.7,2279.01,2304.5,51945.08,5731035600
2013-11-15,2306.55,2377.21,2306.55,2350.73,83147.86,8639176800
2013-11-18,2367.88,2429.57,2361.04,2428.9,108549.51,11003463200
2013-11-19,2427.93,2427.93,2405.08,2412.16,79884.94,7864829600
2013-11-20,2428.77,2435.43,2406.42,2424.85,67741.43,7229180000
2013-11-21,2412.45,2415.38,2382.88,2409.99,82220.53,8770668000
2013-11-22,2415.29,2419,2393.58,2397.96,70052.21,7500067200
2013-11-25,2385.78,2418.85,2380.69,2388.63,63811.26,6614473600
2013-11-26,2387.83,2399.02,2380.41,2387.42,53334.2,5918586400
2013-11-27,2386.36,2422.81,2383.78,2414.48,70744.78,7529408800
2013-11-28,2419.15,2460.56,2417.24,2439.53,86852.45,9066040800
2013-11-29,2442.68,2446.4,2432.39,2438.94,61907.38,6180374400
2013-12-02,2423.97,2464.86,2397.01,2418.79,112921.84,11965512000
2013-12-03,2410.69,2448.33,2406.66,2442.78,72045.23,7445575200
2013-12-04,2439.82,2486.64,2434.69,2475.14,94783.93,10265023200
2013-12-05,2476.45,2481.75,2460.58,2468.2,72999.93,7770892800
2013-12-06,2463.04,2470.81,2445.62,2452.29,64843.21,6611408800
2013-12-09,2460.03,2468.95,2445.94,2450.87,57634.54,5716488400
2013-12-10,2456.23,2466.66,2444.53,2453.32,61236.73,6694142400
2013-12-11,2440.5,2440.5,2400.74,2412.76,62808.85,6807514400
2013-12-12,2406.77,2423.31,2402.77,2410.01,47481.45,5014772000
2013-12-13,2388.66,2416.26,2386.25,2406.64,47583.53,5150119600
2013-12-16,2408.68,2412.73,2367.43,2367.92,62107.89,6458167200
2013-12-17,2369.25,2373.29,2351.18,2356.38,46306.08,4848389200
2013-12-18,2356.7,2368.58,2350.45,2357.23,39675.27,4001520800
2013-12-19,2366.21,2370.99,2331.19,2332.41,45148.87,4809568000
2013-12-20,2335.05,2338.88,2278.1,2278.14,60862.13,6520420800
2013-12-23,2283.8,2295.76,2259.58,2284.6,44415.34,4558028400
2013-12-24,2291.13,2312.83,2270.25,2288.25,45173.19,4559916800
2013-12-25,2291.75,2305.61,2281.6,2305.11,41202.98,4400532800
2013-12-26,2299.97,2301.49,2263.92,2265.33,48603.01,5149756400
2013-12-27,2268.53,2315.18,2264.39,2303.48,51197.95,5338915600
2013-12-30,2313.38,2316.62,2295.64,2299.46,46156.44,4841430800
2013-12-31,2289.01,2333.07,2287.12,2330.03,57026.49,5663107200
2014-01-02,2323.43,2325.99,2310.65,2321.98,49012.21,4519429200
2014-01-03,2311.97,2314.84,2280.89,2290.78,57739.71,5978264400
2014-01-06,2286.37,2286.37,2229.33,2238.64,59979.36,6630040400
2014-01-07,2222.31,2246.79,2218.65,2238,42565.65,4375310400
2014-01-08,2240.64,2262.58,2228.42,2241.91,50691.49,5134885600
2014-01-09,2236.97,2258.89,2220.8,2222.22,54399.49,5598704000
2014-01-10,2216.52,2224.49,2200.22,2204.85,47572.31,5416929200
2014-01-13,2207,2222.07,2183.6,2193.68,46123,5012277200
2014-01-14,2192.84,2214.12,2179.91,2212.85,46785.1,5404994800
2014-01-15,2210.02,2215.9,2193.8,2208.94,45755.92,4896239600
2014-01-16,2209.45,2227.26,2201.56,2211.84,49842.78,5229890400
2014-01-17,2203.82,2205.97,2175.88,2178.49,46268.16,5027315600
2014-01-20,2173.65,2182.46,2156.46,2165.99,39157.23,4056015200
2014-01-21,2168.42,2197.92,2168.42,2187.41,38590.99,4030624800
2014-01-22,2190.43,2244.13,2187.53,2243.8,64803.36,7064137600
2014-01-23,2242.25,2248.92,2228.06,2231.89,55726.42,5634595200
2014-01-24,2225.76,2257.36,2222.89,2245.68,59563.44,6116767200
2014-01-27,2233.01,2233.23,2211.8,2215.92,63503.99,7034424800
2014-01-28,2220.78,2233.26,2205.97,2219.86,49408.76,5326912800
2014-01-29,2225.71,2233.06,2219.93,2227.78,48788.68,5022271600
2014-01-30,2223.16,2223.16,2200.22,2202.45,43475.96,4363230400
2014-02-07,2187.34,2212.5,2177.12,2212.48,49597.11,5045931600
2014-02-10,2221.54,2270.19,2221.54,2267.53,81103.25,8306571200
2014-02-11,2267.74,2296.52,2262.6,2285.56,92688.97,9922983200
2014-02-12,2286.19,2294.32,2276.44,2291.25,73487.38,7659216000
2014-02-13,2288.45,2307.47,2278.26,2279.55,87352.13,9621779200
2014-02-14,2278.4,2295.85,2274.43,2295.58,64613.33,6708299600
2014-02-17,2308.79,2315.58,2293.55,2311.65,86871.35,8783166400
2014-02-18,2310.31,2310.31,2276.11,2282.44,88107.26,8704974400
2014-02-19,2280.93,2317.42,2274.15,2308.66,88341.9,9935256000
2014-02-20,2314.09,2331.7,2286.2,2287.44,91771.59,10643953600
2014-02-21,2284.03,2287.87,2250.65,2264.29,69908.19,7636899200
2014-02-24,2246.72,2246.72,2194.16,2214.51,79599.14,8921593600
2014-02-25,2216.51,2225.21,2150.1,2157.91,88306.57,9323755200
2014-02-26,2147.74,2164.7,2137.08,2163.41,68640.58,7799329600
2014-02-27,2170.81,2180.06,2150.14,2154.11,81588,9010429600
2014-02-28,2149.45,2180.47,2133.55,2178.97,70216.8,7666805600
2014-03-03,2173.91,2194.22,2167.91,2190.37,69408.74,8207231200
2014-03-04,2183.86,2188.6,2161.59,2184.27,64691.44,7306924800
2014-03-05,2187.35,2189.09,2159.6,2163.98,55669.68,6133201600
2014-03-06,2159.4,2181.43,2136.45,2173.63,61495.02,6909376800
2014-03-07,2170.04,2189.39,2161.44,2168.36,58693.18,6426517600
2014-03-10,2149.68,2149.68,2095.07,2097.79,63086.41,7141640800
2014-03-11,2092.61,2118.79,2088.73,2108.66,53075.78,5762124400
2014-03-12,2102.8,2130.59,2090.76,2114.13,60115.24,7006974400
2014-03-13,2119.55,2149.44,2115.99,2140.33,59163.1,6922603200
2014-03-14,2129.87,2140.38,2109.58,2122.84,49805.25,5861773600
2014-03-17,2132.79,2143.2,2118.95,2143.04,47571.29,5240944400
2014-03-18,2146.12,2152.46,2134.92,2138.13,54188.44,5535413200
2014-03-19,2131.28,2131.28,2101.28,2120.87,55283.94,5930390400
2014-03-20,2116.19,2134.79,2086.5,2086.97,58951.6,6763128800
2014-03-21,2079.87,2163.23,2077.76,2158.8,83560.51,10402480800
2014-03-24,2161.9,2186.73,2150.87,2176.55,81203.91,10449198400
2014-03-25,2170.78,2191.49,2164.67,2174.44,67548.47,8687751200
2014-03-26,2181.23,2186.08,2165.22,2171.05,50116.02,5827617600
2014-03-27,2168.34,2186.89,2146.92,2155.71,62175.86,7127513600
2014-03-28,2154.51,2172.67,2144.58,2151.97,60123.34,7008607200
2014-03-31,2156.05,2165.25,2134.42,2146.31,48105.02,5545748800
2014-04-01,2143.72,2170.1,2141.15,2163.12,43659.06,4886640400
2014-04-02,2166.07,2182.68,2164.01,2180.73,56777.15,6503925600
2014-04-03,2188.64,2196.14,2160.75,2165.01,57708.86,7153603200
2014-04-04,2157.98,2186.15,2155.28,2185.47,43912.62,4794588800
2014-04-08,2179.92,2243.97,2178.91,2237.32,85692.9,9721912000
2014-04-09,2239.79,2246.79,2228.99,2238.62,61178.63,6635726800
2014-04-10,2241.45,2290.74,2229.51,2273.76,101616.82,11454540800
2014-04-11,2269.57,2281.11,2261.13,2270.67,86154.86,9061589600
2014-04-14,2267.94,2275.83,2255.46,2268.61,60254.15,6226500000
2014-04-15,2261.41,2261.47,2225.69,2229.46,62599.12,6821812800
2014-04-16,2223.47,2245.32,2221.15,2232.53,47770.22,5167800800
2014-04-17,2238.78,2241.62,2221.95,2224.8,45096.43,4833362800
2014-04-18,2215.88,2228.77,2203.05,2224.48,45709.62,5075799600
2014-04-21,2209.94,2231.71,2186.75,2187.25,51856.11,5627828000
2014-04-22,2184.02,2196.85,2165.08,2196.8,52351.99,5709469600
2014-04-23,2191.23,2205.59,2187.39,2194.67,45191.15,4776353200
2014-04-24,2192.77,2209.45,2186.76,2190.47,41927.01,4505891200
2014-04-25,2195.82,2201.71,2167.64,2167.83,52092.02,6024538400
2014-04-28,2165.77,2171.39,2132.7,2134.97,49998.81,6048518800
2014-04-29,2134.41,2159.38,2131.78,2158.47,41550.35,4820493200
2014-04-30,2158.76,2164.18,2153.12,2158.66,39493.02,4533462400
2014-05-05,2152.59,2161.7,2131.23,2156.47,41470.45,4934407200
2014-05-06,2151.39,2173.62,2150.11,2157.33,41486.45,4808652000
2014-05-07,2151.47,2153.72,2136.99,2137.32,37751.02,4460747200
2014-05-08,2132.04,2168.21,2128.32,2135.5,40729.77,4833245200
2014-05-09,2138.84,2141.56,2120.6,2133.91,40242.74,4918113600
2014-05-12,2150.31,2184.33,2139.48,2180.05,66275.51,8347256000
2014-05-13,2180.06,2185.05,2167.77,2174.85,50241.28,6491252000
2014-05-14,2175.09,2184.22,2169,2172.37,39214.12,4851420800
2014-05-15,2169.28,2171.45,2142.34,2144.08,38938.53,4673403200
2014-05-16,2143.93,2150.5,2132.19,2145.95,34987.59,4225319600
2014-05-19,2139.36,2139.36,2105.71,2115.14,37135.95,4289360800
2014-05-20,2124.71,2131.57,2110.72,2115.77,31576.34,3729968400
2014-05-21,2106.76,2136.1,2096.51,2135.91,32246.81,3894604000
2014-05-22,2134.09,2160.91,2128.86,2130.87,39227.55,4625273600
2014-05-23,2130.77,2148.58,2128.66,2148.41,32420.02,3762310400
2014-05-26,2161.89,2165.42,2147.45,2155.98,37788.48,3955065600
2014-05-27,2154.4,2160.03,2145.75,2147.28,32374.26,3589717200
2014-05-28,2147.47,2171.17,2142.01,2169.35,45627.62,5005626000
2014-05-29,2171.26,2178.09,2154.93,2155.16,41076.91,4489155600
2014-05-30,2156.38,2166.91,2146.22,2156.46,39769.2,4392386400
2014-06-03,2157.64,2169,2149.29,2149.92,37906.23,4198295200
2014-06-04,2149.41,2149.45,2117.31,2128.27,35607.02,4181724800
2014-06-05,2126.61,2150.93,2123.52,2150.6,33050.77,3647742400
2014-06-06,2149.21,2149.78,2123.98,2134.72,32415.6,3573805600
2014-06-09,2128.23,2153.9,2126.67,2134.28,35326.73,3931106000
2014-06-10,2138.67,2161.53,2132.45,2161.27,44416.14,5050790400
2014-06-11,2156.15,2163.61,2152.08,2160.77,37311.08,4256372000
2014-06-12,2156.76,2160.99,2148.41,2153.41,37252.04,4302584400
2014-06-13,2150.99,2183.65,2150.57,2176.24,51765.51,5925287600
2014-06-16,2176.44,2196.34,2174.28,2191.86,56904.3,6329687600
2014-06-17,2185.68,2185.68,2168.45,2169.67,46244.98,4993366400
2014-06-18,2169.25,2172.55,2158.5,2160.24,42538.1,4946389600
2014-06-19,2161.43,2166.41,2119.5,2126.91,46029.74,5316264400
2014-06-20,2124.96,2137.03,2120.81,2136.73,35425.71,4239372000
2014-06-23,2137.93,2147.23,2132.45,2134.11,37112.43,4117925600
2014-06-24,2131.69,2145.21,2130.29,2144.82,38778.5,4016435600
2014-06-25,2141.73,2141.73,2126.03,2133.37,33809.32,3766610000
2014-06-26,2135.16,2151.11,2134.89,2149.08,40601.84,4435116800
2014-06-27,2146.37,2159.53,2138.93,2150.26,45525.67,5272289600
2014-06-30,2152.31,2168.22,2152.31,2165.12,50277.57,5430418800
2014-07-01,2169.2,2171.15,2157.13,2164.56,49936.28,5332310000
2014-07-02,2164,2171.51,2155.61,2170.87,53273.66,5968550000
2014-07-03,2169,2184.96,2164.84,2180.19,56024.94,6369068800
2014-07-04,2180.45,2183.8,2174.07,2178.7,47990.03,5285110400
2014-07-07,2178.55,2186.2,2171.08,2176.29,47663.88,5024233600
2014-07-08,2174.83,2180.78,2163.36,2180.47,46017.27,5074360000
2014-07-09,2178.14,2178.51,2148.26,2148.71,58980.25,6202204800
2014-07-10,2146.6,2151.77,2139.52,2142.85,50931.67,5573249600
2014-07-11,2136.32,2154.74,2134.8,2148.01,51551.82,6137427200
2014-07-14,2149.54,2171.9,2145.28,2171.76,60467.09,6615886400
2014-07-15,2170.09,2176.27,2165.21,2174.98,64304.88,7181569600
2014-07-16,2172.82,2183.25,2166.77,2170.87,61126.06,8156023200
2014-07-17,2166.83,2166.93,2147.08,2157.07,46354.65,5945356800
2014-07-18,2147.66,2176.33,2145.45,2164.14,53758.92,6547329600
2014-07-21,2164.22,2171.94,2158.96,2166.3,47731.63,5417226000
2014-07-22,2162.44,2197.59,2162.24,2192.7,66806.12,7854258400
2014-07-23,2191.39,2210.28,2190.56,2197.83,69178,8421387200
2014-07-24,2199.83,2239.82,2199.83,2237.01,99964.37,11943553600
2014-07-25,2243.07,2260.89,2239.07,2260.45,81994.56,9897284000
2014-07-28,2272.38,2331.47,2272.38,2323.9,145277.42,17986932800
2014-07-29,2326.04,2342.77,2316.22,2331.37,112176.54,13426964800
2014-07-30,2324.69,2339.04,2316.06,2322.01,103362.31,12302283200
2014-07-31,2321.97,2350.55,2316.59,2350.25,93135.57,11098776800
2014-08-01,2341.23,2371.5,2328.97,2329.4,106125.19,12631739200
2014-08-04,2336.63,2375.62,2332.14,2375.62,101301.89,11671375200
2014-08-05,2376.8,2380.77,2353.8,2369.35,97906.97,11186179200
2014-08-06,2358.21,2371.67,2334.33,2363.22,96681.3,11634183200
2014-08-07,2363.61,2369.2,2326.27,2327.46,94254.46,11672920800
2014-08-08,2329.18,2339.27,2319.29,2331.13,72605.66,8673969600
2014-08-11,2338.01,2367,2337.01,2365.35,82973.9,9160116800
2014-08-12,2361.17,2361.17,2344.72,2357.05,82973.77,9182260800
2014-08-13,2358.46,2370.51,2335.69,2358.9,94185.26,11044779200
2014-08-14,2357.2,2363.18,2334.08,2335.95,84251.43,9796949600
2014-08-15,2337.99,2366.9,2333.12,2360.64,81888.22,9359254400
2014-08-18,2366.27,2379.8,2361.2,2374.56,90148.91,10450955200
2014-08-19,2378.89,2379.47,2358.97,2374.77,102742.76,11585001600
2014-08-20,2371.65,2375.48,2360.84,2366.14,91374.8,10128808800
2014-08-21,2365.73,2367.46,2333.3,2354.24,92192.06,10069020800
2014-08-22,2352.32,2368.46,2350.99,2365.36,85642.46,8982393600
2014-08-25,2367.02,2367.61,2338.46,2342.86,85182.5,9737372000
2014-08-26,2339.6,2350.39,2317.18,2324.09,83135.03,9384422400
2014-08-27,2323.79,2336.74,2322.89,2327.6,62448.68,6767622400
2014-08-28,2328.06,2336.36,2309.64,2311.28,66195.97,7049065600
2014-08-29,2317.3,2338.77,2313.26,2338.29,58359.97,6321142400
2014-09-01,2340.93,2355.55,2338.53,2355.32,73362.24,7732087200
2014-09-02,2359.86,2387.66,2349.95,2386.46,106925.79,11443673600
2014-09-03,2389.69,2414.26,2389.68,2408.84,123629.19,12973420800
2014-09-04,2411.93,2427.3,2404.08,2426.22,108294.7,11127229600
2014-09-05,2433.17,2450.63,2427.99,2449.26,123349.32,13355176000
2014-09-09,2452.23,2454.89,2437.08,2445.22,107795.22,11819434400
2014-09-10,2435.59,2437.08,2422.65,2432.43,97472.68,10917552000
2014-09-11,2430.68,2461.47,2417.27,2423.45,127203.38,13298258400
2014-09-12,2418.75,2438.36,2412.62,2438.36,96625.77,10916016800
2014-09-15,2433,2439.25,2418.96,2437.19,112507.69,12224716000
2014-09-16,2440.34,2442.92,2386.98,2388.76,147250.18,18674278400
2014-09-17,2395.36,2405.37,2379.09,2401.33,98039.47,12526902400
2014-09-18,2396.38,2414.95,2389.62,2408.66,92105.34,11592637600
2014-09-19,2409.31,2430.15,2402.31,2425.21,88221.04,10181357600
2014-09-22,2419.33,2419.33,2374.11,2378.92,88958.06,10224087200
2014-09-23,2379.52,2402.48,2379.52,2399.46,75463.68,8403334400
2014-09-24,2391.42,2443.98,2387.07,2441.86,120389.94,14271353600
2014-09-25,2453.42,2462.67,2429.59,2436.97,119612.62,13866188800
2014-09-26,2430.81,2439.65,2420.5,2437.2,87757.38,10029949600
2014-09-29,2443.91,2453.67,2435.61,2447.8,111463.78,12340172800
2014-09-30,2452.17,2454.89,2444.2,2450.99,101906.56,11580423200
2014-10-08,2460.87,2478.38,2445.27,2478.38,116500.1,12195360000
2014-10-09,2480.2,2488.11,2461.11,2481.96,120752.63,13792392000
2014-10-10,2472.1,2482.14,2457.68,2466.79,121924.98,14763430400
2014-10-13,2457.41,2460.39,2430.55,2454.95,112784.48,13159336000
2014-10-14,2451.09,2467.9,2436.34,2446.56,106356.64,12739370400
2014-10-15,2444.54,2465.5,2431.19,2463.87,114837.29,13580188800
2014-10-16,2448.97,2480.3,2441.82,2444.4,128340.53,15816660800
2014-10-17,2443.22,2456.11,2410.4,2441.73,112685.62,13275998400
2014-10-20,2448.45,2456.62,2441.9,2454.71,84843.61,9143540000
2014-10-21,2453.41,2459.25,2432.55,2433.39,86622.2,9624191200
2014-10-22,2434.89,2447.47,2417.56,2418.64,82251.74,8865619200
2014-10-23,2415.44,2424.66,2392.53,2395.94,86045.46,10349184000
2014-10-24,2397.85,2404.99,2385.73,2390.71,65601.22,7497487200
2014-10-27,2377.54,2377.54,2361.68,2368.83,65956.48,7386244800
2014-10-28,2373.16,2416.77,2373.16,2416.65,90529.9,10152305600
2014-10-29,2423.81,2461.27,2415.7,2451.38,134541.73,15858406400
2014-10-30,2450.36,2474.38,2443.76,2468.93,139157.36,18962635200
2014-10-31,2473.5,2512.19,2466.5,2508.33,181604.62,23917241600
2014-11-03,2515.82,2524.17,2502.06,2512.55,151406.83,20580123200
2014-11-04,2511.04,2517.46,2498.61,2513.17,155291.89,21824700800
2014-11-05,2516.87,2519.4,2499.23,2503.45,146130.9,19049185600
2014-11-06,2505.17,2510.99,2482.98,2506.07,118839.2,14965112000
2014-11-07,2508.76,2541.55,2489.42,2502.15,176868.67,20876091200
2014-11-10,2529.83,2565.73,2514.71,2565.73,187612.58,22659972800
2014-11-11,2578.44,2602.37,2532.57,2558.61,265840.51,32371164800
2014-11-12,2545.4,2594.32,2539.6,2594.32,157847.38,18468625600
2014-11-13,2597.39,2607.52,2567.46,2579.75,192985.46,21981561600
2014-11-14,2569.21,2581.93,2557.67,2581.09,145409.94,16504996800
2014-11-17,2613.51,2614.09,2565.94,2567.1,147724.64,15847809600
2014-11-18,2565.27,2570.21,2534.93,2541.42,124246.65,14294136000
2014-11-19,2538.23,2550.5,2531.32,2537.22,113031.72,12214697600
2014-11-20,2528.78,2545.47,2522.84,2537.1,98145.54,10614986400
2014-11-21,2537.54,2585.36,2530.03,2583.46,143750.82,15102814400
2014-11-24,2614.16,2667.67,2602.94,2649.26,264974.91,27983971200
2014-11-25,2650.09,2686.06,2643.84,2685.56,206879.22,22261169600
2014-11-26,2695.26,2723.36,2690.31,2723.02,239333.9,24396248000
2014-11-27,2737.03,2754.49,2718.7,2754.49,261164.88,26546473600
2014-11-28,2753.93,2809.54,2740.37,2808.82,330256.03,37532364800
2014-12-01,2825.61,2855.33,2808.65,2819.81,338833.09,36548742400
2014-12-02,2807.34,2944.51,2804.29,2923.94,341185.18,36146531200
2014-12-03,2936.12,3028.23,2912.25,2967.55,464857.5,46615667200
2014-12-04,2975.4,3104.89,2968.88,3104.35,433875.55,42681292800
2014-12-05,3143.97,3195.8,3011.94,3124.89,554362.88,52488124800
2014-12-08,3108.27,3270.88,3075.7,3252.88,515773.7,48446233600
2014-12-09,3233.1,3387.83,3074.52,3106.91,702150.08,63287456000
2014-12-10,3120.21,3229.05,3058.19,3221.55,477300.1,42501872000
2014-12-11,3185.16,3254.42,3158.44,3183.01,392944.83,36709168000
2014-12-12,3182.92,3239.45,3167.93,3193.23,337817.44,30106531200
2014-12-15,3176.83,3226.22,3143.3,3217.23,326668.03,29019382400
2014-12-16,3221.36,3303.4,3207.69,3303.4,425665.73,35812384000
2014-12-17,3325.82,3368.19,3275.74,3360.6,527748.93,44814076800
2014-12-18,3359.09,3393.71,3322.23,3345.93,416260.45,35597020800
2014-12-19,3345.63,3397.18,3280.92,3383.17,435516.86,41121158400
2014-12-22,3396.25,3455.21,3357.66,3394.48,537021.12,54980166400
2014-12-23,3358.8,3431.78,3316.91,3324.92,377227.78,36973609600
2014-12-24,3332.15,3340.36,3188.5,3230.39,339475.81,31744960000
2014-12-25,3254.48,3335.78,3226.32,3335.42,330128.93,30979955200
2014-12-26,3343.64,3453.34,3335.01,3445.84,438838.43,38461411200
2014-12-29,3502.18,3524.28,3405.84,3455.46,505004.51,42501504000
2014-12-30,3450.81,3491.83,3422.17,3457.55,394607.78,32823388800
2014-12-31,3462.39,3542.34,3452.5,3533.71,403710.88,34593475200
2015-01-05,3566.09,3669.04,3551.51,3641.54,519849.82,45119811200
2015-01-06,3608.43,3683.23,3587.23,3641.06,498529.6,42096217600
2015-01-07,3620.92,3671.19,3601.7,3643.79,398731.71,32019123200
2015-01-08,3650.07,3659.95,3552.1,3559.26,355831.97,29500304000
